rms,tepe,crest,kurtosis,carpiklik,bant_0_500,bant_500_2k,bant_2k_3k,bant_3k_4k,bant_4k_6k,rpm,sinif
0.62292,2.63247,4.22603,3.03389,0.08496,0.10203,0.24391,0.168,0.17813,0.30684,1746.40326,ic_bilezik
0.54895,1.78915,3.25925,2.83224,0.00666,0.10237,0.2265,0.17631,0.1814,0.31293,1733.03153,ic_bilezik
0.78504,3.38353,4.31,3.50735,0.16124,0.09475,0.21609,0.17051,0.22271,0.29541,1770.44529,ic_bilezik
0.80934,3.69184,4.56155,3.92208,0.06742,0.09059,0.21641,0.16932,0.23419,0.28816,1745.2829,ic_bilezik
0.48262,2.90212,6.01325,4.59137,0.3682,0.09105,0.21414,0.1736,0.23054,0.2904,1751.7526,ic_bilezik
0.79316,3.35751,4.23311,4.17879,0.24672,0.09632,0.20503,0.17977,0.23226,0.28635,1761.87425,ic_bilezik
0.69906,2.35839,3.37369,2.95866,-0.13716,0.109,0.24064,0.15592,0.19401,0.29992,1787.91249,ic_bilezik
0.71733,3.19924,4.45995,3.85506,0.15417,0.10228,0.22474,0.15492,0.22014,0.29634,1748.01678,ic_bilezik
0.72923,2.79903,3.83834,3.18821,-0.00399,0.11018,0.22844,0.17019,0.19076,0.30026,1732.53307,ic_bilezik
0.69089,2.59447,3.75526,3.22473,-0.12414,0.11217,0.22505,0.17709,0.18846,0.29628,1795.65934,ic_bilezik
0.61133,2.37759,3.88918,2.95863,0.04541,0.1207,0.22896,0.16374,0.16851,0.31778,1771.34183,ic_bilezik
0.75574,2.80172,3.70728,3.31858,0.07148,0.09556,0.22604,0.16394,0.21983,0.29459,1798.80013,ic_bilezik
0.54486,1.83433,3.36659,3.20318,0.11513,0.09706,0.22359,0.14598,0.22128,0.31154,1792.03891,ic_bilezik
0.66054,2.39579,3.62704,3.11131,0.00199,0.11168,0.21488,0.15837,0.20168,0.31281,1714.47483,ic_bilezik
0.5554,2.21702,3.99172,3.49694,-0.03221,0.09561,0.22114,0.17405,0.21624,0.29238,1775.60923,ic_bilezik
0.53876,2.27601,4.22455,2.96582,0.0113,0.12261,0.22991,0.15237,0.18655,0.30759,1708.41591,ic_bilezik
0.67763,2.24627,3.31491,2.87702,0.19093,0.10577,0.23309,0.16516,0.17742,0.31819,1780.29461,ic_bilezik
0.67528,2.30471,3.41296,2.85852,0.02561,0.10276,0.229,0.18113,0.17637,0.30895,1785.3982,dis_bilezik
0.5231,2.32594,4.44642,3.84368,-0.14427,0.0934,0.21323,0.23116,0.17961,0.28245,1730.90226,dis_bilezik
0.72405,2.3571,3.25544,2.91658,0.00077,0.10835,0.2313,0.18857,0.17191,0.29987,1772.75043,dis_bilezik
0.55567,2.13534,3.84284,3.10455,0.03789,0.10407,0.22007,0.18227,0.17578,0.31734,1752.84863,dis_bilezik
0.73047,3.14621,4.30713,4.0202,-0.0854,0.09659,0.21677,0.22084,0.19934,0.2658,1752.53051,dis_bilezik
0.62208,2.33282,3.75002,3.0884,0.18179,0.09942,0.23377,0.19698,0.16758,0.30158,1728.49225,dis_bilezik
0.4956,1.85353,3.74001,2.97965,-0.04697,0.09943,0.23229,0.16828,0.17484,0.32426,1774.61655,dis_bilezik
0.47118,1.86788,3.96425,3.21438,-0.10052,0.10903,0.23672,0.18244,0.16942,0.30078,1703.51448,dis_bilezik
0.53692,2.11182,3.93323,4.11482,0.29678,0.09128,0.19902,0.23511,0.19638,0.27726,1775.49796,dis_bilezik
0.69091,3.34963,4.84815,3.75467,0.11649,0.0935,0.22228,0.2133,0.18502,0.28401,1741.33571,dis_bilezik
0.40367,1.61375,3.9977,3.01896,-0.00346,0.09559,0.24303,0.1901,0.16749,0.30288,1732.93084,dis_bilezik
0.54139,1.89379,3.49803,2.94576,-0.02778,0.09806,0.24526,0.1807,0.16693,0.3082,1747.95546,dis_bilezik
0.60571,2.54681,4.20466,3.50191,0.11844,0.09882,0.21379,0.22357,0.17441,0.28917,1730.25406,dis_bilezik
0.50182,1.65754,3.30303,2.85311,0.05865,0.11159,0.22984,0.16226,0.17443,0.32103,1708.28057,dis_bilezik
0.81816,4.08447,4.99228,4.3577,0.307,0.10261,0.20954,0.23198,0.18578,0.26932,1701.02632,dis_bilezik
0.77579,3.44508,4.44071,3.55677,0.10183,0.10304,0.21659,0.22064,0.16537,0.29423,1711.72156,dis_bilezik
0.67537,2.66574,3.9471,3.09339,-0.05703,0.10082,0.23663,0.19075,0.18356,0.28811,1739.61786,dis_bilezik
0.73729,3.53803,4.7987,4.09032,0.38197,0.10108,0.21922,0.21797,0.1827,0.27825,1705.88125,dis_bilezik
0.45191,1.96734,4.35343,3.28444,0.18644,0.1136,0.22757,0.19059,0.17333,0.29453,1701.72675,dis_bilezik
0.61251,2.09978,3.42813,2.89226,0.06526,0.11092,0.22717,0.16898,0.15884,0.33158,1716.83106,dis_bilezik
0.40547,1.55365,3.83176,3.2453,0.09891,0.11364,0.22028,0.17872,0.18105,0.30627,1776.60651,dis_bilezik
0.79694,3.04965,3.8267,3.35631,-0.04537,0.10662,0.20921,0.20411,0.19449,0.2853,1710.683,dis_bilezik
0.51622,2.02645,3.92555,3.07819,0.04711,0.10397,0.23794,0.17629,0.16412,0.31707,1765.73978,dis_bilezik
0.8008,3.52844,4.40612,3.81016,0.02034,0.10106,0.20834,0.2211,0.17974,0.28907,1795.05991,dis_bilezik
0.62311,2.52003,4.04426,3.66082,-0.09291,0.10076,0.21149,0.18762,0.21325,0.28548,1763.46746,dis_bilezik
0.71702,3.69805,5.1575,4.31407,0.06453,0.09965,0.20495,0.21966,0.21136,0.26369,1710.89574,dis_bilezik
0.56676,2.40342,4.24063,3.53994,-0.10141,0.09208,0.21621,0.22176,0.18756,0.28201,1741.23241,dis_bilezik
0.61465,2.90448,4.7254,4.25865,0.03376,0.09577,0.19882,0.2221,0.19386,0.28818,1756.18615,dis_bilezik
0.70109,2.39717,3.4192,2.91072,0.06026,0.10854,0.24062,0.16907,0.16822,0.31233,1766.99813,dis_bilezik
0.55561,2.40233,4.32376,3.5116,0.00922,0.10325,0.21638,0.20776,0.18375,0.28737,1775.98128,dis_bilezik
0.58975,2.9613,5.02126,3.85257,0.21985,0.09794,0.2109,0.21204,0.19292,0.28432,1727.02139,dis_bilezik
0.6292,2.11115,3.35528,2.88509,-0.16497,0.09985,0.2415,0.18024,0.161,0.31611,1763.86144,dis_bilezik
0.55368,1.68224,3.0383,2.75795,-0.08635,0.11024,0.23207,0.17985,0.15713,0.32016,1739.893,dis_bilezik
0.66571,2.61806,3.93271,3.1078,0.07932,0.11549,0.22939,0.18434,0.18522,0.28455,1798.24078,dis_bilezik
0.63679,2.50724,3.93732,3.20679,-0.03505,0.1002,0.21465,0.20442,0.18622,0.29427,1735.97202,dis_bilezik
0.83219,4.64999,5.58765,4.88826,0.43291,0.09356,0.20452,0.22471,0.20902,0.26797,1743.30454,dis_bilezik
0.67659,2.61671,3.86751,3.08432,0.08856,0.10512,0.23296,0.17857,0.17443,0.30828,1755.09235,dis_bilezik
0.55526,1.96609,3.54082,2.92715,0.08348,0.10538,0.2406,0.17206,0.16781,0.31303,1755.48916,dis_bilezik
0.62439,2.19327,3.51266,2.92931,0.04118,0.1058,0.23499,0.19029,0.17197,0.29648,1758.96861,dis_bilezik
0.47774,2.2201,4.64711,4.07406,0.04268,0.09808,0.21854,0.22392,0.18703,0.27139,1793.15103,dis_bilezik
0.49686,1.95688,3.93847,3.55003,-0.13909,0.09619,0.22747,0.19485,0.19086,0.29035,1757.90578,dis_bilezik
0.82066,3.88642,4.7357,4.31034,0.27995,0.09608,0.20559,0.19292,0.22759,0.27724,1762.10944,dis_bilezik
0.69932,2.87893,4.11673,3.02049,-0.08023,0.11964,0.22541,0.17044,0.16737,0.31688,1704.99262,dis_bilezik
0.57918,2.02795,3.50143,2.95048,-0.02388,0.1064,0.24129,0.16861,0.17324,0.31019,1736.14997,dis_bilezik
0.54883,2.27223,4.14015,3.16297,-0.07157,0.09783,0.2303,0.17842,0.1753,0.31813,1769.28603,dis_bilezik
0.69605,2.33869,3.35995,2.92456,0.16352,0.10373,0.2408,0.16508,0.16803,0.3214,1757.20744,dis_bilezik
0.56934,2.01249,3.53479,2.88437,-0.00862,0.11172,0.2321,0.18937,0.1645,0.3017,1756.72169,dis_bilezik
0.52345,1.77518,3.39133,3.07387,0.03663,0.10624,0.23401,0.18856,0.16913,0.30105,1757.98536,dis_bilezik
0.52714,2.01082,3.81456,3.26219,-0.12591,0.09636,0.21917,0.19724,0.18378,0.30275,1724.05815,dis_bilezik
0.62314,2.03992,3.27359,2.8627,-0.06059,0.11083,0.22888,0.18687,0.1735,0.29937,1734.29678,dis_bilezik
0.6637,3.08747,4.65189,4.34124,-0.07135,0.09732,0.20311,0.21457,0.20385,0.28062,1785.30616,dis_bilezik
0.52482,2.30698,4.39573,3.61279,0.11706,0.10553,0.22699,0.20495,0.18181,0.27939,1790.43509,dis_bilezik
0.83736,4.29077,5.12414,4.62858,0.24004,0.09241,0.21736,0.23471,0.19119,0.26406,1736.31278,dis_bilezik
0.71029,3.64465,5.13125,3.95535,-0.03321,0.09573,0.21328,0.20012,0.20043,0.28896,1719.51662,dis_bilezik
0.59612,2.08321,3.49459,2.99566,-0.15173,0.10719,0.2143,0.17339,0.17136,0.33281,1721.80783,dis_bilezik
0.47647,1.88714,3.96064,3.4237,0.06185,0.10859,0.2136,0.1954,0.17547,0.30674,1736.6675,dis_bilezik
0.6067,2.38137,3.92515,3.05931,0.10008,0.10689,0.23732,0.17389,0.18043,0.30145,1724.75797,dis_bilezik
0.60452,2.47115,4.08775,2.86169,-0.06083,0.10936,0.24443,0.17709,0.1649,0.30353,1748.56625,dis_bilezik
0.62657,2.77008,4.42099,3.10947,-0.0426,0.10966,0.2299,0.18975,0.16708,0.30217,1712.87661,dis_bilezik
0.61553,2.18668,3.55254,3.07252,-0.01759,0.10455,0.22844,0.18805,0.17202,0.30432,1772.80484,dis_bilezik
0.43271,1.74959,4.04336,3.20946,-0.07478,0.10135,0.22597,0.17499,0.17843,0.31627,1751.9057,dis_bilezik
0.76162,2.9284,3.84498,3.37733,-0.02293,0.09364,0.20942,0.20841,0.19676,0.29157,1726.11932,dis_bilezik
0.74286,3.20513,4.31456,3.42317,0.11203,0.10004,0.21135,0.20295,0.18663,0.29794,1727.12633,dis_bilezik
0.71784,2.85667,3.97952,3.17827,-0.09944,0.10141,0.23608,0.20154,0.16232,0.29793,1723.30221,dis_bilezik
0.61288,2.85874,4.66448,3.75141,0.18592,0.09905,0.2173,0.20522,0.19344,0.28488,1705.76709,dis_bilezik
0.43096,1.84079,4.27141,3.50783,0.26798,0.10011,0.22549,0.1782,0.20233,0.29271,1733.72488,dis_bilezik
0.57641,2.37528,4.1208,3.21829,-0.11588,0.10028,0.22108,0.18792,0.19221,0.29851,1782.35035,dis_bilezik
0.53132,1.88444,3.5467,2.9323,0.1298,0.11011,0.23386,0.17724,0.17574,0.30304,1797.69742,dis_bilezik
0.47649,2.046,4.29385,3.46346,0.12636,0.10201,0.21806,0.20672,0.17355,0.29935,1793.0756,dis_bilezik
0.60443,2.15094,3.55861,2.85294,0.02447,0.10154,0.24222,0.1703,0.17521,0.30975,1751.65906,dis_bilezik
0.42124,1.68094,3.99043,3.3908,0.01236,0.09751,0.22086,0.1898,0.1845,0.3061,1750.04166,dis_bilezik
0.65817,2.31535,3.51788,3.00189,0.11616,0.11405,0.22456,0.17373,0.17694,0.31019,1734.84771,dis_bilezik
0.70595,2.8171,3.9905,2.96665,-0.12463,0.11033,0.22915,0.19259,0.18014,0.28678,1712.29038,dis_bilezik
0.47095,1.64207,3.4867,2.85159,-0.00568,0.10952,0.22174,0.18451,0.17466,0.30881,1742.73362,dis_bilezik
0.46215,1.92396,4.16303,3.24579,0.07373,0.10275,0.22303,0.20934,0.17781,0.28558,1791.3996,dis_bilezik
0.59551,2.37778,3.99287,3.50069,0.19751,0.09622,0.21832,0.22199,0.16491,0.29834,1780.04094,dis_bilezik
0.57161,2.43394,4.25803,3.28554,0.26905,0.10847,0.22705,0.17981,0.18338,0.30082,1733.50576,dis_bilezik
0.61541,2.09418,3.40288,2.83132,-0.05064,0.11309,0.23081,0.17913,0.16614,0.30984,1797.58375,dis_bilezik
0.57234,3.22906,5.64182,5.06028,0.52726,0.08852,0.20552,0.23052,0.19593,0.27933,1787.41234,dis_bilezik
0.63136,2.91591,4.61843,4.46632,0.2575,0.09477,0.2035,0.22357,0.19535,0.2814,1784.91299,dis_bilezik
0.53791,2.85395,5.30567,4.47253,0.2116,0.09522,0.20875,0.20762,0.19637,0.29155,1726.67178,dis_bilezik
0.66787,2.26576,3.39252,2.78661,-0.04547,0.10076,0.23278,0.17361,0.17896,0.31288,1742.49346,dis_bilezik
0.55611,2.36435,4.25161,3.23331,0.09581,0.10552,0.21928,0.20469,0.1761,0.2925,1706.74116,dis_bilezik
0.53219,2.02672,3.80829,3.26632,0.09049,0.12064,0.22367,0.17954,0.17184,0.30354,1704.98737,dis_bilezik
0.67707,3.19823,4.72365,4.28481,0.01759,0.1002,0.20242,0.22713,0.19076,0.27942,1702.82148,dis_bilezik
0.71965,3.10012,4.30779,3.47304,-0.05918,0.10089,0.21279,0.2024,0.19619,0.2868,1734.59065,dis_bilezik
0.44488,1.69463,3.80919,2.96501,0.00732,0.11119,0.23401,0.17961,0.16528,0.30888,1791.78231,dis_bilezik
0.50017,2.16818,4.33493,3.57972,-0.12524,0.09833,0.23488,0.19824,0.17496,0.29328,1784.06933,dis_bilezik
0.43313,1.41925,3.27671,3.01982,-0.0717,0.10938,0.22438,0.18342,0.17101,0.31066,1724.26195,dis_bilezik
0.71973,2.95157,4.10092,3.61749,-0.03677,0.10582,0.21788,0.19696,0.1904,0.28799,1718.3965,dis_bilezik
0.45346,1.99631,4.40238,3.18613,0.07048,0.10294,0.22451,0.18822,0.1703,0.31291,1760.80448,dis_bilezik
0.46338,1.98175,4.2767,3.56034,0.06126,0.09845,0.2213,0.19469,0.18662,0.29677,1778.98617,dis_bilezik
0.63563,2.9037,4.56822,3.126,-0.09976,0.09421,0.21782,0.20205,0.18597,0.29974,1753.26354,dis_bilezik
0.73819,3.1086,4.21109,3.23202,0.1229,0.10793,0.23379,0.20445,0.15862,0.29486,1795.78911,dis_bilezik
0.69975,3.03511,4.33741,3.84574,0.20515,0.09321,0.21223,0.21143,0.19741,0.28513,1774.33778,dis_bilezik
0.60821,2.37443,3.90396,3.1625,-0.08417,0.11433,0.23402,0.17639,0.17171,0.30264,1725.60107,dis_bilezik
0.65667,3.12959,4.76586,3.29854,0.02906,0.1007,0.21352,0.19904,0.19111,0.29445,1793.38776,dis_bilezik
0.6091,2.0775,3.41078,3.00918,-0.05795,0.1048,0.24234,0.18807,0.15178,0.31217,1730.64764,dis_bilezik
0.42626,1.98689,4.66116,3.37967,0.17481,0.10236,0.21586,0.1889,0.19197,0.30073,1798.86271,dis_bilezik
0.6813,2.3938,3.51358,3.28859,-0.11444,0.10769,0.2164,0.19451,0.19168,0.28858,1722.22626,dis_bilezik
0.604,2.04831,3.39123,2.95686,-0.02272,0.10538,0.22282,0.19898,0.17914,0.29309,1739.9584,dis_bilezik
0.65261,2.37199,3.63461,3.28807,0.11216,0.10294,0.22634,0.1762,0.19198,0.30205,1763.73785,dis_bilezik
0.63237,2.23565,3.53537,2.94194,-0.01311,0.10381,0.24507,0.17948,0.16547,0.30464,1784.53937,dis_bilezik
0.68582,2.40976,3.5137,2.82471,-0.09407,0.11866,0.23684,0.17188,0.16909,0.30192,1772.97724,dis_bilezik
0.71998,3.76748,5.23276,3.65062,0.2186,0.10287,0.22173,0.20524,0.19047,0.27769,1719.16841,dis_bilezik
0.57345,2.40728,4.19785,3.21149,-0.04158,0.10994,0.22117,0.19491,0.17247,0.30078,1703.0053,dis_bilezik
0.56087,2.34241,4.17637,3.61171,0.11253,0.10071,0.22357,0.19479,0.19608,0.28322,1749.38412,dis_bilezik
0.83099,4.50622,5.42271,4.65411,0.45504,0.09444,0.20662,0.22693,0.19987,0.27048,1780.24513,dis_bilezik
0.75171,2.96982,3.95074,3.20325,-0.03607,0.10442,0.22026,0.19876,0.16418,0.31193,1711.03885,dis_bilezik
0.66972,2.71479,4.05361,3.19093,0.09632,0.11272,0.24139,0.16031,0.18475,0.29946,1702.97756,dis_bilezik
0.5416,1.82462,3.36895,2.85011,0.06834,0.10805,0.2305,0.17539,0.17199,0.31244,1773.47682,dis_bilezik
0.49121,2.22635,4.53236,3.79284,0.1254,0.10109,0.21456,0.22672,0.17932,0.27661,1759.57772,dis_bilezik
0.70185,2.85928,4.0739,3.93502,-0.08713,0.09366,0.20923,0.23891,0.18132,0.27587,1791.62561,dis_bilezik
0.68164,2.0994,3.07992,2.89982,-0.06065,0.10422,0.24,0.17863,0.15642,0.31954,1762.67494,dis_bilezik
0.76164,2.92102,3.83517,3.3968,0.09172,0.11101,0.21905,0.19796,0.17759,0.29354,1724.02341,dis_bilezik
0.56861,1.82535,3.21021,2.89452,0.03468,0.10723,0.23525,0.17317,0.16833,0.31541,1768.99348,dis_bilezik
0.62391,2.04888,3.28392,2.86146,0.0226,0.10076,0.23067,0.17278,0.17616,0.31895,1725.11351,dis_bilezik
0.5244,1.72505,3.28959,2.75792,0.10055,0.11519,0.23244,0.1727,0.16727,0.31121,1718.92689,dis_bilezik
0.6136,2.9026,4.73043,4.08242,-0.00844,0.09576,0.21609,0.20264,0.20741,0.27761,1768.16038,dis_bilezik
0.62831,2.98271,4.74719,4.23124,0.13903,0.09171,0.20662,0.21321,0.19711,0.28903,1738.24952,dis_bilezik
0.7083,2.12736,3.00349,2.77602,-0.03082,0.1111,0.23319,0.15961,0.16895,0.32417,1712.75978,bilye
0.46001,2.27087,4.9366,3.91879,0.00924,0.09741,0.22735,0.15553,0.21687,0.30043,1771.39303,bilye
0.57284,2.07538,3.62298,3.01077,0.18772,0.10039,0.22924,0.14746,0.2134,0.30807,1795.4668,bilye
0.61312,3.30174,5.38517,4.00436,0.15605,0.09843,0.21351,0.1451,0.23453,0.30585,1767.66443,bilye
0.65758,2.11821,3.22122,2.8585,0.04771,0.1078,0.2399,0.1489,0.17224,0.33027,1755.32896,bilye
0.49661,1.83165,3.68831,3.19562,-0.00333,0.10004,0.22868,0.16402,0.20315,0.30355,1773.54896,bilye
0.70738,3.4462,4.87182,3.81599,0.20357,0.09657,0.21323,0.16221,0.22679,0.2997,1753.7749,bilye
0.44635,2.19827,4.92497,4.37738,0.4339,0.09395,0.20727,0.15781,0.24086,0.29831,1764.51637,bilye
0.54059,2.77245,5.12854,4.01892,0.37265,0.09684,0.21713,0.14738,0.22152,0.31553,1794.80244,bilye
0.43862,1.7887,4.07798,3.211,0.13742,0.09999,0.21447,0.15896,0.21407,0.31094,1729.5061,bilye
0.43104,1.37359,3.18666,2.86345,0.06993,0.1141,0.23661,0.15733,0.17696,0.31414,1781.43498,bilye
0.47619,1.76005,3.69608,2.99732,-0.03522,0.10109,0.23694,0.17139,0.16906,0.32079,1734.69995,bilye
0.69813,3.00567,4.30533,3.82222,0.1167,0.09113,0.20436,0.16303,0.23104,0.31007,1760.17531,bilye
0.43439,1.67528,3.85667,3.28677,-0.00066,0.09675,0.21718,0.15665,0.2161,0.31253,1743.78091,bilye
0.63711,2.9524,4.63403,3.93259,-0.05552,0.09372,0.20802,0.154,0.23111,0.31206,1730.9345,bilye
0.51996,1.78879,3.44026,2.95258,0.15013,0.11768,0.23779,0.15743,0.17518,0.31186,1722.63075,bilye
0.41816,1.47884,3.53658,3.06244,0.15033,0.10667,0.222,0.16219,0.18086,0.32683,1793.24706,bilye
0.58759,1.92478,3.27573,2.96333,-0.04361,0.11781,0.23517,0.16017,0.17456,0.31113,1720.32456,bilye
0.54163,2.41726,4.46295,3.70194,0.16606,0.10358,0.21726,0.15525,0.2098,0.31244,1719.66508,bilye
0.61778,2.75311,4.45645,3.91335,0.29743,0.09763,0.20852,0.15251,0.23312,0.30649,1754.64047,bilye
0.40598,1.46167,3.60036,2.76818,-0.07101,0.11167,0.23584,0.15321,0.17548,0.32343,1718.93735,bilye
0.61742,2.08506,3.37707,2.9487,-0.00408,0.10214,0.23119,0.15914,0.18461,0.3229,1742.77638,bilye
0.45388,2.13825,4.71107,3.87117,0.30917,0.09246,0.20901,0.15262,0.22169,0.32375,1780.18929,bilye
0.50807,2.20017,4.33045,3.86356,0.07465,0.1,0.21294,0.16269,0.2243,0.29816,1714.67093,bilye
0.58595,3.16491,5.40136,4.01635,0.34671,0.0897,0.22321,0.15206,0.20669,0.32601,1760.49,bilye
0.45784,1.74987,3.82204,3.05634,0.05605,0.1039,0.22187,0.15944,0.20408,0.31011,1718.83465,bilye
0.60809,2.2734,3.73863,3.07719,-0.03591,0.0999,0.21939,0.16015,0.19658,0.32358,1758.68192,bilye
0.48685,1.89521,3.89276,3.64415,0.0838,0.1016,0.20367,0.1526,0.22838,0.31178,1797.33596,bilye
0.55451,2.96,5.33809,3.88072,0.16402,0.1119,0.21852,0.16521,0.19635,0.30752,1785.86547,bilye
0.74849,2.93102,3.9159,3.76188,0.04597,0.09564,0.20617,0.14649,0.23402,0.31713,1743.8755,bilye
0.52995,1.56445,2.95207,2.75192,-0.03631,0.10753,0.22684,0.14988,0.19405,0.32005,1727.72721,bilye
0.4392,1.41902,3.23091,2.72632,0.00869,0.10746,0.23333,0.16703,0.17088,0.32051,1765.56192,bilye
0.7327,2.84821,3.88727,3.29923,0.25434,0.11107,0.20912,0.15146,0.20234,0.32395,1718.76252,bilye
0.59576,2.29927,3.8594,3.24933,-0.04743,0.09972,0.21207,0.15615,0.21481,0.3156,1756.326,bilye
0.53132,1.99731,3.75916,3.21385,0.16505,0.11515,0.21229,0.16288,0.19377,0.31489,1792.35159,bilye
0.60907,2.52583,4.14703,3.19696,-0.0567,0.09648,0.21997,0.14922,0.21689,0.31593,1764.07177,bilye
0.69936,3.23911,4.63154,3.79037,0.04371,0.09966,0.21522,0.14646,0.22797,0.31061,1722.96782,bilye
0.68126,2.26108,3.31896,3.09045,0.03118,0.10246,0.22369,0.15675,0.18216,0.33465,1792.97812,bilye
0.58006,2.58761,4.4609,3.56551,0.29177,0.09878,0.22673,0.14909,0.20714,0.31788,1759.76312,bilye
0.46457,1.66114,3.57563,2.84537,-0.02178,0.10615,0.22633,0.15697,0.1982,0.31224,1786.38696,bilye
0.72481,2.7375,3.77686,2.92407,-0.08154,0.10147,0.21945,0.16514,0.18871,0.32511,1758.37459,bilye
0.70461,2.44049,3.46361,3.12176,0.13207,0.10143,0.22572,0.15865,0.19457,0.31936,1776.5183,bilye
0.62775,2.20692,3.51558,2.8781,0.0393,0.1031,0.2213,0.14321,0.20755,0.32343,1725.99154,bilye
0.7443,3.57188,4.79898,4.13563,0.31266,0.10842,0.19959,0.15384,0.23448,0.30228,1703.53891,bilye
0.53756,1.91145,3.55577,2.85046,0.06323,0.10591,0.24167,0.15382,0.16842,0.32988,1745.3583,bilye
0.78819,3.5641,4.52188,4.04338,0.1934,0.09937,0.20929,0.14604,0.24015,0.30447,1705.52169,bilye
0.46102,2.13128,4.62296,4.15814,0.1926,0.09382,0.21225,0.14649,0.23845,0.30865,1788.49671,bilye
0.67659,2.67702,3.95663,3.33735,-0.06128,0.11401,0.23435,0.14574,0.18296,0.32188,1721.07017,bilye
0.55249,1.98352,3.59018,2.90757,-0.05592,0.11144,0.23714,0.14621,0.18806,0.31687,1716.3177,bilye
0.5902,2.4507,4.15231,3.18101,-0.04691,0.10652,0.21767,0.16138,0.19018,0.3224,1768.28792,bilye
0.67844,2.7476,4.04986,3.12417,-0.06982,0.11011,0.25416,0.15596,0.16946,0.30982,1737.59449,bilye
0.76798,3.29962,4.29648,3.50635,0.13052,0.09681,0.21832,0.15581,0.21379,0.315,1763.8745,bilye
0.70339,2.49765,3.55087,3.10369,0.0563,0.10666,0.23709,0.15881,0.17784,0.3192,1775.75084,bilye
0.80011,4.10821,5.13457,3.84433,0.05218,0.10047,0.20847,0.15499,0.22739,0.30759,1708.12425,bilye
0.58497,2.06,3.52154,2.9408,-0.12398,0.10926,0.23831,0.16246,0.16128,0.32804,1790.66127,bilye
0.67372,2.4758,3.67483,2.89014,0.01421,0.10384,0.22776,0.16363,0.18501,0.31908,1740.15455,bilye
0.67594,3.03095,4.48404,3.90601,0.04274,0.09075,0.21241,0.15178,0.22762,0.31639,1761.81462,bilye
0.4613,1.68102,3.64406,3.48994,0.12861,0.10323,0.21165,0.15253,0.21407,0.31803,1785.2677,bilye
0.48028,2.36067,4.91525,4.50282,0.32037,0.09745,0.21274,0.14737,0.23544,0.30607,1715.01737,bilye
0.61486,3.09988,5.04161,4.01124,0.24338,0.09296,0.21969,0.1592,0.22291,0.30313,1786.29154,bilye
0.53086,2.74044,5.16228,4.50761,0.2863,0.09476,0.21348,0.15328,0.23093,0.30607,1763.63273,bilye
0.53215,2.17781,4.09247,3.4312,-0.01048,0.1016,0.20866,0.16033,0.21173,0.31703,1787.65762,bilye
0.62191,2.08374,3.35054,2.70308,0.01274,0.11044,0.23782,0.15623,0.16305,0.33201,1755.99855,bilye
0.40365,1.47896,3.66396,3.10829,0.08264,0.10659,0.22029,0.16338,0.2016,0.30678,1705.73655,bilye
0.676,2.46115,3.64076,3.33462,0.09874,0.09969,0.21131,0.16423,0.20339,0.32112,1790.84602,bilye
0.75739,3.71739,4.90815,3.49302,0.10402,0.10479,0.22334,0.16022,0.20405,0.3075,1710.6753,bilye
0.57763,2.04757,3.54479,3.0797,-0.07207,0.09591,0.22471,0.16583,0.19727,0.31548,1742.58586,bilye
0.5054,2.34285,4.63564,4.05981,0.13601,0.09639,0.20635,0.15982,0.22386,0.31283,1716.35984,bilye
0.47986,1.57749,3.28742,3.18196,0.01413,0.1071,0.21534,0.16084,0.21562,0.29873,1796.27344,bilye
0.42842,1.72273,4.02108,2.99507,0.04171,0.1149,0.24985,0.15357,0.16277,0.31819,1714.477,bilye
0.64957,1.99563,3.07225,2.8487,0.17491,0.11373,0.22921,0.15849,0.16757,0.33092,1742.35932,bilye
0.44281,2.19027,4.94631,3.6438,0.21358,0.10161,0.22152,0.14036,0.214,0.32173,1792.40822,bilye
0.42963,1.82874,4.25659,3.48784,0.07131,0.10859,0.21292,0.15515,0.20901,0.31315,1733.24085,bilye
0.63348,2.75559,4.3499,3.28481,0.0272,0.10311,0.22083,0.15168,0.21972,0.30234,1732.39909,bilye
0.68927,2.30557,3.34493,2.79401,-0.11968,0.11205,0.23373,0.16609,0.17264,0.31415,1784.5403,bilye
0.44213,1.62915,3.68479,2.99099,0.04599,0.10388,0.2283,0.16364,0.17687,0.3272,1766.41752,bilye
0.68169,2.6216,3.84576,3.09398,-0.00916,0.09864,0.20353,0.16008,0.21246,0.32419,1756.12152,bilye
0.52479,2.4225,4.61614,3.10613,0.03076,0.11803,0.23799,0.1566,0.17421,0.31286,1721.07619,bilye
0.56203,2.05514,3.65663,2.91606,-0.0743,0.1107,0.23668,0.15574,0.17996,0.31649,1757.54688,bilye
0.7225,2.44302,3.38132,2.70606,-0.02997,0.11353,0.23799,0.16524,0.1636,0.31734,1754.22169,bilye
0.65549,3.32561,5.07344,4.73347,0.32549,0.09931,0.20194,0.15094,0.2285,0.31704,1714.36804,bilye
0.7236,2.86622,3.96108,3.5257,0.02716,0.10698,0.2201,0.14521,0.21287,0.31328,1719.51073,bilye
0.47376,1.65451,3.49228,2.97586,-0.08453,0.11142,0.2351,0.159,0.17682,0.3161,1795.28583,bilye
0.6828,2.1555,3.15686,2.72174,0.01594,0.10889,0.24075,0.16423,0.1777,0.30799,1788.2637,bilye
0.64116,2.80224,4.37055,3.49931,0.05485,0.09481,0.22535,0.14925,0.22234,0.30743,1777.56634,bilye
