tarih,saat,haftanin_gunu,tatil,sicaklik_C,yuk_MW
2025-04-12 13:00,13,5,0,13.0,772.3
2025-04-12 14:00,14,5,0,12.7,799.0
2025-04-12 15:00,15,5,0,12.3,831.7
2025-04-12 16:00,16,5,0,11.3,807.1
2025-04-12 17:00,17,5,0,11.6,792.5
2025-04-12 18:00,18,5,0,10.5,755.1
2025-04-12 19:00,19,5,0,9.8,680.3
2025-04-12 20:00,20,5,0,9.0,591.2
2025-04-12 21:00,21,5,0,8.3,515.7
2025-04-12 22:00,22,5,0,7.2,467.0
2025-04-12 23:00,23,5,0,6.9,431.1
2025-04-13 00:00,0,6,0,5.9,391.2
2025-04-13 01:00,1,6,0,6.6,392.7
2025-04-13 02:00,2,6,0,5.3,449.2
2025-04-13 03:00,3,6,0,5.7,499.6
2025-04-13 04:00,4,6,0,7.1,548.3
2025-04-13 05:00,5,6,0,7.0,594.1
2025-04-13 06:00,6,6,0,8.5,610.0
2025-04-13 07:00,7,6,0,10.5,618.4
2025-04-13 08:00,8,6,0,11.2,632.9
2025-04-13 09:00,9,6,0,13.1,625.8
2025-04-13 10:00,10,6,0,13.8,652.4
2025-04-13 11:00,11,6,0,14.9,665.6
2025-04-13 12:00,12,6,0,15.5,696.0
2025-04-13 13:00,13,6,0,15.5,738.1
2025-04-13 14:00,14,6,0,15.3,773.6
2025-04-13 15:00,15,6,0,15.0,781.2
2025-04-13 16:00,16,6,0,14.0,791.9
2025-04-13 17:00,17,6,0,13.8,757.1
2025-04-13 18:00,18,6,0,13.2,720.9
2025-04-13 19:00,19,6,0,13.1,643.6
2025-04-13 20:00,20,6,0,12.4,561.2
2025-04-13 21:00,21,6,0,11.3,492.0
2025-04-13 22:00,22,6,0,10.0,416.6
2025-04-13 23:00,23,6,0,10.5,374.0
2025-04-14 00:00,0,0,0,8.9,429.7
2025-04-14 01:00,1,0,0,7.5,474.6
2025-04-14 02:00,2,0,0,8.5,507.7
2025-04-14 03:00,3,0,0,9.0,567.8
2025-04-14 04:00,4,0,0,9.2,621.8
2025-04-14 05:00,5,0,0,9.8,681.9
2025-04-14 06:00,6,0,0,11.0,708.6
2025-04-14 07:00,7,0,0,10.9,733.3
2025-04-14 08:00,8,0,0,11.7,732.7
2025-04-14 09:00,9,0,0,13.1,743.4
2025-04-14 10:00,10,0,0,14.5,747.8
2025-04-14 11:00,11,0,0,16.1,750.0
2025-04-14 12:00,12,0,0,17.0,785.8
2025-04-14 13:00,13,0,0,17.3,822.6
2025-04-14 14:00,14,0,0,17.3,867.7
2025-04-14 15:00,15,0,0,17.8,908.5
2025-04-14 16:00,16,0,0,17.6,899.3
2025-04-14 17:00,17,0,0,17.4,863.9
2025-04-14 18:00,18,0,0,17.6,805.5
2025-04-14 19:00,19,0,0,17.4,731.3
2025-04-14 20:00,20,0,0,15.6,617.2
2025-04-14 21:00,21,0,0,15.2,509.8
2025-04-14 22:00,22,0,0,13.5,457.3
2025-04-14 23:00,23,0,0,11.5,407.8
2025-04-15 00:00,0,1,0,12.1,397.8
2025-04-15 01:00,1,1,0,11.6,416.1
2025-04-15 02:00,2,1,0,10.7,466.3
2025-04-15 03:00,3,1,0,10.3,527.2
2025-04-15 04:00,4,1,0,10.9,571.4
2025-04-15 05:00,5,1,0,12.5,638.0
2025-04-15 06:00,6,1,0,13.8,660.9
2025-04-15 07:00,7,1,0,14.4,712.5
2025-04-15 08:00,8,1,0,14.6,725.3
2025-04-15 09:00,9,1,0,15.5,724.0
2025-04-15 10:00,10,1,0,17.0,748.5
2025-04-15 11:00,11,1,0,18.2,781.3
2025-04-15 12:00,12,1,0,18.2,774.0
2025-04-15 13:00,13,1,0,18.8,823.4
2025-04-15 14:00,14,1,0,19.5,868.9
2025-04-15 15:00,15,1,0,19.0,908.7
2025-04-15 16:00,16,1,0,19.4,905.3
2025-04-15 17:00,17,1,0,19.8,872.4
2025-04-15 18:00,18,1,0,19.6,812.0
2025-04-15 19:00,19,1,0,18.1,732.9
2025-04-15 20:00,20,1,0,16.9,633.2
2025-04-15 21:00,21,1,0,15.8,541.2
2025-04-15 22:00,22,1,0,14.5,479.1
2025-04-15 23:00,23,1,0,13.9,402.7
2025-04-16 00:00,0,2,0,13.3,409.6
2025-04-16 01:00,1,2,0,12.6,422.5
2025-04-16 02:00,2,2,0,12.3,445.7
2025-04-16 03:00,3,2,0,11.8,524.9
2025-04-16 04:00,4,2,0,11.1,597.4
2025-04-16 05:00,5,2,0,11.5,663.7
2025-04-16 06:00,6,2,0,11.9,695.4
2025-04-16 07:00,7,2,0,13.1,710.2
2025-04-16 08:00,8,2,0,14.1,718.2
2025-04-16 09:00,9,2,0,14.9,730.6
2025-04-16 10:00,10,2,0,16.6,744.4
2025-04-16 11:00,11,2,0,17.5,767.8
2025-04-16 12:00,12,2,0,17.5,825.9
2025-04-16 13:00,13,2,0,19.0,869.2
2025-04-16 14:00,14,2,0,20.0,907.0
2025-04-16 15:00,15,2,0,20.0,919.2
2025-04-16 16:00,16,2,0,18.9,923.5
2025-04-16 17:00,17,2,0,17.8,880.9
2025-04-16 18:00,18,2,0,17.7,827.6
2025-04-16 19:00,19,2,0,16.8,738.9
2025-04-16 20:00,20,2,0,15.6,627.4
2025-04-16 21:00,21,2,0,14.8,544.4
2025-04-16 22:00,22,2,0,13.3,471.5
2025-04-16 23:00,23,2,0,12.0,447.8
2025-04-17 00:00,0,3,0,12.1,422.9
2025-04-17 01:00,1,3,0,11.7,439.1
2025-04-17 02:00,2,3,0,11.7,488.1
2025-04-17 03:00,3,3,0,11.9,534.2
2025-04-17 04:00,4,3,0,12.6,573.5
2025-04-17 05:00,5,3,0,13.4,643.7
2025-04-17 06:00,6,3,0,13.4,680.9
2025-04-17 07:00,7,3,0,14.1,697.9
2025-04-17 08:00,8,3,0,15.9,694.7
2025-04-17 09:00,9,3,0,17.0,709.4
2025-04-17 10:00,10,3,0,18.9,750.0
2025-04-17 11:00,11,3,0,19.6,758.3
2025-04-17 12:00,12,3,0,19.5,795.4
2025-04-17 13:00,13,3,0,20.1,835.3
2025-04-17 14:00,14,3,0,20.1,873.5
2025-04-17 15:00,15,3,0,19.7,902.1
2025-04-17 16:00,16,3,0,19.1,923.3
2025-04-17 17:00,17,3,0,17.4,902.8
2025-04-17 18:00,18,3,0,17.1,844.4
2025-04-17 19:00,19,3,0,16.2,747.2
2025-04-17 20:00,20,3,0,14.6,649.5
2025-04-17 21:00,21,3,0,12.6,554.2
2025-04-17 22:00,22,3,0,12.0,473.8
2025-04-17 23:00,23,3,0,11.1,432.9
2025-04-18 00:00,0,4,0,10.8,440.8
2025-04-18 01:00,1,4,0,10.4,459.4
2025-04-18 02:00,2,4,0,10.5,501.7
2025-04-18 03:00,3,4,0,10.3,572.3
2025-04-18 04:00,4,4,0,9.5,630.6
2025-04-18 05:00,5,4,0,10.0,695.0
2025-04-18 06:00,6,4,0,11.2,711.5
2025-04-18 07:00,7,4,0,11.2,720.1
2025-04-18 08:00,8,4,0,11.9,728.7
2025-04-18 09:00,9,4,0,13.8,724.9
2025-04-18 10:00,10,4,0,14.1,737.6
2025-04-18 11:00,11,4,0,15.8,769.2
2025-04-18 12:00,12,4,0,16.1,808.1
2025-04-18 13:00,13,4,0,15.8,838.7
2025-04-18 14:00,14,4,0,15.9,884.6
2025-04-18 15:00,15,4,0,15.7,905.4
2025-04-18 16:00,16,4,0,16.1,914.0
2025-04-18 17:00,17,4,0,14.5,866.8
2025-04-18 18:00,18,4,0,13.3,816.4
2025-04-18 19:00,19,4,0,12.0,743.7
2025-04-18 20:00,20,4,0,10.4,667.1
2025-04-18 21:00,21,4,0,9.5,575.4
2025-04-18 22:00,22,4,0,8.2,502.5
2025-04-18 23:00,23,4,0,7.3,440.7
2025-04-19 00:00,0,5,0,6.5,394.3
2025-04-19 01:00,1,5,0,6.6,430.1
2025-04-19 02:00,2,5,0,5.8,480.6
2025-04-19 03:00,3,5,0,5.8,517.4
2025-04-19 04:00,4,5,0,6.4,584.6
2025-04-19 05:00,5,5,0,7.1,641.3
2025-04-19 06:00,6,5,0,7.8,689.7
2025-04-19 07:00,7,5,0,9.1,692.7
2025-04-19 08:00,8,5,0,10.4,690.1
2025-04-19 09:00,9,5,0,11.7,689.7
2025-04-19 10:00,10,5,0,12.7,693.3
2025-04-19 11:00,11,5,0,14.3,705.9
2025-04-19 12:00,12,5,0,15.7,744.0
2025-04-19 13:00,13,5,0,16.0,783.6
2025-04-19 14:00,14,5,0,16.7,818.6
2025-04-19 15:00,15,5,0,17.1,834.7
2025-04-19 16:00,16,5,0,17.4,825.9
2025-04-19 17:00,17,5,0,16.5,805.8
2025-04-19 18:00,18,5,0,15.2,752.6
2025-04-19 19:00,19,5,0,14.3,666.7
2025-04-19 20:00,20,5,0,14.0,587.1
2025-04-19 21:00,21,5,0,12.3,505.6
2025-04-19 22:00,22,5,0,11.9,444.1
2025-04-19 23:00,23,5,0,11.0,392.9
2025-04-20 00:00,0,6,0,10.5,348.3
2025-04-20 01:00,1,6,0,10.0,365.9
2025-04-20 02:00,2,6,0,9.4,424.6
2025-04-20 03:00,3,6,0,9.1,463.4
2025-04-20 04:00,4,6,0,9.6,536.2
2025-04-20 05:00,5,6,0,10.9,571.4
2025-04-20 06:00,6,6,0,11.7,607.0
2025-04-20 07:00,7,6,0,12.7,601.1
2025-04-20 08:00,8,6,0,13.2,626.6
2025-04-20 09:00,9,6,0,14.1,631.2
2025-04-20 10:00,10,6,0,15.8,626.5
2025-04-20 11:00,11,6,0,17.4,654.2
2025-04-20 12:00,12,6,0,18.0,672.1
2025-04-20 13:00,13,6,0,18.6,703.6
2025-04-20 14:00,14,6,0,18.7,741.0
2025-04-20 15:00,15,6,0,18.3,763.3
2025-04-20 16:00,16,6,0,18.4,775.2
2025-04-20 17:00,17,6,0,17.7,738.4
2025-04-20 18:00,18,6,0,18.0,697.3
2025-04-20 19:00,19,6,0,15.8,635.9
2025-04-20 20:00,20,6,0,13.8,559.1
2025-04-20 21:00,21,6,0,12.0,488.5
2025-04-20 22:00,22,6,0,11.0,427.2
2025-04-20 23:00,23,6,0,9.9,401.8
2025-04-21 00:00,0,0,0,8.8,462.6
2025-04-21 01:00,1,0,0,6.3,498.7
2025-04-21 02:00,2,0,0,6.1,519.2
2025-04-21 03:00,3,0,0,5.1,589.1
2025-04-21 04:00,4,0,0,6.1,652.4
2025-04-21 05:00,5,0,0,6.7,702.1
2025-04-21 06:00,6,0,0,6.9,712.4
2025-04-21 07:00,7,0,0,7.7,729.1
2025-04-21 08:00,8,0,0,9.6,724.0
2025-04-21 09:00,9,0,0,10.5,725.9
2025-04-21 10:00,10,0,0,10.9,751.9
2025-04-21 11:00,11,0,0,10.4,788.8
2025-04-21 12:00,12,0,0,11.2,811.2
2025-04-21 13:00,13,0,0,11.5,843.5
2025-04-21 14:00,14,0,0,12.7,880.5
2025-04-21 15:00,15,0,0,13.0,888.5
2025-04-21 16:00,16,0,0,13.6,885.1
2025-04-21 17:00,17,0,0,13.0,853.9
2025-04-21 18:00,18,0,0,11.9,801.9
2025-04-21 19:00,19,0,0,11.8,722.7
2025-04-21 20:00,20,0,0,10.8,620.8
2025-04-21 21:00,21,0,0,9.4,546.0
2025-04-21 22:00,22,0,0,8.3,478.4
2025-04-21 23:00,23,0,0,8.1,431.0
2025-04-22 00:00,0,1,0,7.1,439.3
2025-04-22 01:00,1,1,0,7.7,442.3
2025-04-22 02:00,2,1,0,7.6,509.5
2025-04-22 03:00,3,1,0,6.8,572.6
2025-04-22 04:00,4,1,0,6.3,619.3
2025-04-22 05:00,5,1,0,6.7,671.2
2025-04-22 06:00,6,1,0,7.2,702.1
2025-04-22 07:00,7,1,0,7.9,734.4
2025-04-22 08:00,8,1,0,8.8,740.1
2025-04-22 09:00,9,1,0,10.1,744.7
2025-04-22 10:00,10,1,0,11.1,767.4
2025-04-22 11:00,11,1,0,11.8,795.5
2025-04-22 12:00,12,1,0,11.5,844.6
2025-04-22 13:00,13,1,0,13.3,873.7
2025-04-22 14:00,14,1,0,13.8,898.3
2025-04-22 15:00,15,1,0,14.3,916.3
2025-04-22 16:00,16,1,0,14.4,909.1
2025-04-22 17:00,17,1,0,14.8,866.5
2025-04-22 18:00,18,1,0,14.2,795.0
2025-04-22 19:00,19,1,0,14.1,700.6
2025-04-22 20:00,20,1,0,12.8,603.8
2025-04-22 21:00,21,1,0,11.7,505.3
2025-04-22 22:00,22,1,0,11.0,420.0
2025-04-22 23:00,23,1,0,10.4,398.2
2025-04-23 00:00,0,2,1,10.4,302.7
2025-04-23 01:00,1,2,1,9.4,309.3
2025-04-23 02:00,2,2,1,9.3,353.0
2025-04-23 03:00,3,2,1,8.8,424.0
2025-04-23 04:00,4,2,1,8.1,475.9
2025-04-23 05:00,5,2,1,9.1,511.5
2025-04-23 06:00,6,2,1,9.7,557.7
2025-04-23 07:00,7,2,1,9.9,581.2
2025-04-23 08:00,8,2,1,10.5,601.2
2025-04-23 09:00,9,2,1,11.8,616.4
2025-04-23 10:00,10,2,1,12.9,615.5
2025-04-23 11:00,11,2,1,13.8,609.4
2025-04-23 12:00,12,2,1,15.0,643.5
2025-04-23 13:00,13,2,1,15.6,671.3
2025-04-23 14:00,14,2,1,15.0,701.7
2025-04-23 15:00,15,2,1,15.6,742.2
2025-04-23 16:00,16,2,1,15.2,745.2
2025-04-23 17:00,17,2,1,14.6,716.1
2025-04-23 18:00,18,2,1,12.6,655.5
2025-04-23 19:00,19,2,1,9.9,610.7
2025-04-23 20:00,20,2,1,9.1,529.8
2025-04-23 21:00,21,2,1,7.9,474.7
2025-04-23 22:00,22,2,1,7.0,410.8
2025-04-23 23:00,23,2,1,6.3,370.4
2025-04-24 00:00,0,3,0,6.3,431.6
2025-04-24 01:00,1,3,0,6.6,443.1
2025-04-24 02:00,2,3,0,6.9,474.6
2025-04-24 03:00,3,3,0,6.3,537.3
2025-04-24 04:00,4,3,0,6.0,611.9
2025-04-24 05:00,5,3,0,6.5,668.4
2025-04-24 06:00,6,3,0,8.1,676.8
2025-04-24 07:00,7,3,0,9.6,698.2
2025-04-24 08:00,8,3,0,10.3,707.6
2025-04-24 09:00,9,3,0,10.7,737.0
2025-04-24 10:00,10,3,0,11.9,754.4
2025-04-24 11:00,11,3,0,12.8,754.7
2025-04-24 12:00,12,3,0,14.1,781.4
2025-04-24 13:00,13,3,0,15.3,818.6
2025-04-24 14:00,14,3,0,15.9,840.2
2025-04-24 15:00,15,3,0,15.5,872.5
2025-04-24 16:00,16,3,0,14.7,875.8
2025-04-24 17:00,17,3,0,14.2,861.3
2025-04-24 18:00,18,3,0,13.9,822.1
2025-04-24 19:00,19,3,0,13.1,752.9
2025-04-24 20:00,20,3,0,12.6,631.2
2025-04-24 21:00,21,3,0,11.4,540.3
2025-04-24 22:00,22,3,0,11.0,477.4
2025-04-24 23:00,23,3,0,10.3,415.0
2025-04-25 00:00,0,4,0,9.5,415.4
2025-04-25 01:00,1,4,0,8.4,435.6
2025-04-25 02:00,2,4,0,8.0,469.9
2025-04-25 03:00,3,4,0,7.9,530.5
2025-04-25 04:00,4,4,0,9.0,588.5
2025-04-25 05:00,5,4,0,9.5,626.5
2025-04-25 06:00,6,4,0,10.5,679.5
2025-04-25 07:00,7,4,0,10.2,711.0
2025-04-25 08:00,8,4,0,11.7,736.6
2025-04-25 09:00,9,4,0,12.7,730.2
2025-04-25 10:00,10,4,0,13.3,741.2
2025-04-25 11:00,11,4,0,12.9,755.4
2025-04-25 12:00,12,4,0,13.3,799.5
2025-04-25 13:00,13,4,0,15.0,831.0
2025-04-25 14:00,14,4,0,15.9,882.5
2025-04-25 15:00,15,4,0,16.6,905.5
2025-04-25 16:00,16,4,0,16.2,909.3
2025-04-25 17:00,17,4,0,16.2,891.2
2025-04-25 18:00,18,4,0,15.9,822.1
2025-04-25 19:00,19,4,0,15.3,729.2
2025-04-25 20:00,20,4,0,13.8,633.0
2025-04-25 21:00,21,4,0,12.4,551.7
2025-04-25 22:00,22,4,0,11.2,479.7
2025-04-25 23:00,23,4,0,12.0,425.1
2025-04-26 00:00,0,5,0,10.2,391.9
2025-04-26 01:00,1,5,0,10.6,418.9
2025-04-26 02:00,2,5,0,11.0,449.4
2025-04-26 03:00,3,5,0,10.9,503.3
2025-04-26 04:00,4,5,0,11.5,564.9
2025-04-26 05:00,5,5,0,12.0,601.5
2025-04-26 06:00,6,5,0,12.9,632.1
2025-04-26 07:00,7,5,0,13.3,649.7
2025-04-26 08:00,8,5,0,13.1,667.5
2025-04-26 09:00,9,5,0,15.7,645.7
2025-04-26 10:00,10,5,0,17.7,665.5
2025-04-26 11:00,11,5,0,17.7,711.9
2025-04-26 12:00,12,5,0,19.1,746.4
2025-04-26 13:00,13,5,0,19.4,784.6
2025-04-26 14:00,14,5,0,20.0,820.4
2025-04-26 15:00,15,5,0,19.5,844.1
2025-04-26 16:00,16,5,0,18.6,844.4
2025-04-26 17:00,17,5,0,19.3,828.7
2025-04-26 18:00,18,5,0,18.3,752.4
2025-04-26 19:00,19,5,0,17.3,676.6
2025-04-26 20:00,20,5,0,16.7,590.9
2025-04-26 21:00,21,5,0,16.5,495.5
2025-04-26 22:00,22,5,0,15.1,407.4
2025-04-26 23:00,23,5,0,14.4,364.4
2025-04-27 00:00,0,6,0,14.1,319.1
2025-04-27 01:00,1,6,0,13.0,352.4
2025-04-27 02:00,2,6,0,12.2,398.6
2025-04-27 03:00,3,6,0,12.3,441.3
2025-04-27 04:00,4,6,0,12.3,496.6
2025-04-27 05:00,5,6,0,13.5,533.6
2025-04-27 06:00,6,6,0,13.0,562.5
2025-04-27 07:00,7,6,0,14.1,567.3
2025-04-27 08:00,8,6,0,14.9,582.3
2025-04-27 09:00,9,6,0,15.0,589.0
2025-04-27 10:00,10,6,0,15.9,599.1
2025-04-27 11:00,11,6,0,16.0,620.2
2025-04-27 12:00,12,6,0,16.6,643.4
2025-04-27 13:00,13,6,0,17.9,688.3
2025-04-27 14:00,14,6,0,17.8,726.0
2025-04-27 15:00,15,6,0,18.3,743.7
2025-04-27 16:00,16,6,0,18.3,751.7
2025-04-27 17:00,17,6,0,17.6,728.9
2025-04-27 18:00,18,6,0,16.7,673.4
2025-04-27 19:00,19,6,0,16.0,612.0
2025-04-27 20:00,20,6,0,15.2,534.8
2025-04-27 21:00,21,6,0,13.9,462.3
2025-04-27 22:00,22,6,0,12.7,410.2
2025-04-27 23:00,23,6,0,12.2,369.4
2025-04-28 00:00,0,0,0,11.0,425.2
2025-04-28 01:00,1,0,0,9.6,466.4
2025-04-28 02:00,2,0,0,9.4,492.4
2025-04-28 03:00,3,0,0,9.6,553.7
2025-04-28 04:00,4,0,0,8.3,614.4
2025-04-28 05:00,5,0,0,8.8,661.8
2025-04-28 06:00,6,0,0,10.3,684.1
2025-04-28 07:00,7,0,0,11.7,693.2
2025-04-28 08:00,8,0,0,12.4,702.0
2025-04-28 09:00,9,0,0,13.7,711.4
2025-04-28 10:00,10,0,0,13.7,730.7
2025-04-28 11:00,11,0,0,15.1,737.0
2025-04-28 12:00,12,0,0,16.1,774.1
2025-04-28 13:00,13,0,0,17.3,835.9
2025-04-28 14:00,14,0,0,17.6,885.4
2025-04-28 15:00,15,0,0,18.1,908.8
2025-04-28 16:00,16,0,0,17.7,916.4
2025-04-28 17:00,17,0,0,18.0,889.4
2025-04-28 18:00,18,0,0,17.6,840.0
2025-04-28 19:00,19,0,0,15.6,744.1
2025-04-28 20:00,20,0,0,13.7,649.3
2025-04-28 21:00,21,0,0,13.0,558.3
2025-04-28 22:00,22,0,0,12.6,491.3
2025-04-28 23:00,23,0,0,12.4,434.1
2025-04-29 00:00,0,1,0,11.4,401.0
2025-04-29 01:00,1,1,0,10.9,412.2
2025-04-29 02:00,2,1,0,10.3,479.5
2025-04-29 03:00,3,1,0,9.8,531.2
2025-04-29 04:00,4,1,0,9.8,579.9
2025-04-29 05:00,5,1,0,10.9,630.7
2025-04-29 06:00,6,1,0,11.3,666.8
2025-04-29 07:00,7,1,0,13.2,687.9
2025-04-29 08:00,8,1,0,13.3,702.5
2025-04-29 09:00,9,1,0,14.2,716.0
2025-04-29 10:00,10,1,0,15.5,723.2
2025-04-29 11:00,11,1,0,16.8,742.3
2025-04-29 12:00,12,1,0,17.7,763.9
2025-04-29 13:00,13,1,0,17.3,825.0
2025-04-29 14:00,14,1,0,17.6,853.3
2025-04-29 15:00,15,1,0,18.6,887.0
2025-04-29 16:00,16,1,0,18.8,873.2
2025-04-29 17:00,17,1,0,18.7,854.5
2025-04-29 18:00,18,1,0,18.3,785.6
2025-04-29 19:00,19,1,0,17.4,724.9
2025-04-29 20:00,20,1,0,16.4,632.0
2025-04-29 21:00,21,1,0,15.0,545.4
2025-04-29 22:00,22,1,0,14.7,457.2
2025-04-29 23:00,23,1,0,14.0,429.6
2025-04-30 00:00,0,2,0,13.5,424.9
2025-04-30 01:00,1,2,0,13.0,425.3
2025-04-30 02:00,2,2,0,12.4,474.6
2025-04-30 03:00,3,2,0,11.3,552.2
2025-04-30 04:00,4,2,0,11.4,603.9
2025-04-30 05:00,5,2,0,11.4,660.2
2025-04-30 06:00,6,2,0,11.7,691.7
2025-04-30 07:00,7,2,0,12.6,690.8
2025-04-30 08:00,8,2,0,14.4,700.2
2025-04-30 09:00,9,2,0,14.8,712.0
2025-04-30 10:00,10,2,0,15.8,738.0
2025-04-30 11:00,11,2,0,17.7,750.5
2025-04-30 12:00,12,2,0,17.7,788.0
2025-04-30 13:00,13,2,0,18.7,844.2
2025-04-30 14:00,14,2,0,18.8,884.2
2025-04-30 15:00,15,2,0,19.4,928.6
2025-04-30 16:00,16,2,0,20.1,930.2
2025-04-30 17:00,17,2,0,19.6,874.2
2025-04-30 18:00,18,2,0,19.6,830.1
2025-04-30 19:00,19,2,0,18.8,719.6
2025-04-30 20:00,20,2,0,19.0,638.9
2025-04-30 21:00,21,2,0,15.8,550.1
2025-04-30 22:00,22,2,0,14.2,456.7
2025-04-30 23:00,23,2,0,13.1,429.0
2025-05-01 00:00,0,3,1,12.5,342.2
2025-05-01 01:00,1,3,1,12.9,361.0
2025-05-01 02:00,2,3,1,13.1,415.6
2025-05-01 03:00,3,3,1,12.7,446.1
2025-05-01 04:00,4,3,1,11.9,490.5
2025-05-01 05:00,5,3,1,13.0,534.7
2025-05-01 06:00,6,3,1,13.8,551.3
2025-05-01 07:00,7,3,1,14.4,553.6
2025-05-01 08:00,8,3,1,15.8,560.9
2025-05-01 09:00,9,3,1,17.9,575.7
2025-05-01 10:00,10,3,1,19.1,576.6
2025-05-01 11:00,11,3,1,20.8,612.9
2025-05-01 12:00,12,3,1,20.4,642.3
2025-05-01 13:00,13,3,1,21.5,689.8
2025-05-01 14:00,14,3,1,23.2,731.8
2025-05-01 15:00,15,3,1,24.0,751.5
2025-05-01 16:00,16,3,1,23.4,756.3
2025-05-01 17:00,17,3,1,22.2,729.2
2025-05-01 18:00,18,3,1,21.7,677.5
2025-05-01 19:00,19,3,1,20.2,615.3
2025-05-01 20:00,20,3,1,18.9,539.8
2025-05-01 21:00,21,3,1,16.7,432.2
2025-05-01 22:00,22,3,1,15.0,363.0
2025-05-01 23:00,23,3,1,14.4,344.1
2025-05-02 00:00,0,4,0,13.2,409.2
2025-05-02 01:00,1,4,0,12.1,440.1
2025-05-02 02:00,2,4,0,10.9,498.0
2025-05-02 03:00,3,4,0,10.6,550.6
2025-05-02 04:00,4,4,0,11.0,611.8
2025-05-02 05:00,5,4,0,11.4,656.6
2025-05-02 06:00,6,4,0,10.4,707.9
2025-05-02 07:00,7,4,0,11.2,738.8
2025-05-02 08:00,8,4,0,11.7,742.3
2025-05-02 09:00,9,4,0,12.7,730.0
2025-05-02 10:00,10,4,0,13.1,763.3
2025-05-02 11:00,11,4,0,14.8,778.2
2025-05-02 12:00,12,4,0,16.9,802.1
2025-05-02 13:00,13,4,0,18.0,842.4
2025-05-02 14:00,14,4,0,19.5,851.3
2025-05-02 15:00,15,4,0,19.7,889.0
2025-05-02 16:00,16,4,0,19.4,882.6
2025-05-02 17:00,17,4,0,17.7,848.6
2025-05-02 18:00,18,4,0,16.7,777.2
2025-05-02 19:00,19,4,0,15.7,707.3
2025-05-02 20:00,20,4,0,15.6,608.4
2025-05-02 21:00,21,4,0,14.0,495.7
2025-05-02 22:00,22,4,0,13.1,445.4
2025-05-02 23:00,23,4,0,12.5,403.1
2025-05-03 00:00,0,5,0,11.9,357.2
2025-05-03 01:00,1,5,0,11.2,384.8
2025-05-03 02:00,2,5,0,11.5,426.8
2025-05-03 03:00,3,5,0,10.8,480.8
2025-05-03 04:00,4,5,0,11.0,532.5
2025-05-03 05:00,5,5,0,11.5,586.2
2025-05-03 06:00,6,5,0,13.1,615.0
2025-05-03 07:00,7,5,0,14.7,632.4
2025-05-03 08:00,8,5,0,16.0,636.6
2025-05-03 09:00,9,5,0,17.4,649.2
2025-05-03 10:00,10,5,0,17.1,660.0
2025-05-03 11:00,11,5,0,18.2,687.4
2025-05-03 12:00,12,5,0,18.7,726.6
2025-05-03 13:00,13,5,0,18.4,760.5
2025-05-03 14:00,14,5,0,19.2,800.7
2025-05-03 15:00,15,5,0,19.1,827.1
2025-05-03 16:00,16,5,0,18.5,826.6
2025-05-03 17:00,17,5,0,17.0,799.0
2025-05-03 18:00,18,5,0,16.5,751.3
2025-05-03 19:00,19,5,0,16.5,674.9
2025-05-03 20:00,20,5,0,15.6,602.0
2025-05-03 21:00,21,5,0,15.0,509.1
2025-05-03 22:00,22,5,0,14.5,434.1
2025-05-03 23:00,23,5,0,13.5,397.5
2025-05-04 00:00,0,6,0,12.6,364.5
2025-05-04 01:00,1,6,0,11.6,372.2
2025-05-04 02:00,2,6,0,11.0,408.2
2025-05-04 03:00,3,6,0,10.5,451.6
2025-05-04 04:00,4,6,0,10.6,526.0
2025-05-04 05:00,5,6,0,10.7,557.4
2025-05-04 06:00,6,6,0,12.0,580.3
2025-05-04 07:00,7,6,0,12.3,586.3
2025-05-04 08:00,8,6,0,14.2,587.0
2025-05-04 09:00,9,6,0,15.0,603.0
2025-05-04 10:00,10,6,0,15.7,613.8
2025-05-04 11:00,11,6,0,17.1,638.2
2025-05-04 12:00,12,6,0,17.4,684.4
2025-05-04 13:00,13,6,0,16.9,709.6
2025-05-04 14:00,14,6,0,17.8,726.9
2025-05-04 15:00,15,6,0,18.8,743.6
2025-05-04 16:00,16,6,0,17.5,739.2
2025-05-04 17:00,17,6,0,17.5,714.0
2025-05-04 18:00,18,6,0,16.5,671.1
2025-05-04 19:00,19,6,0,15.5,584.7
2025-05-04 20:00,20,6,0,15.5,520.1
2025-05-04 21:00,21,6,0,13.7,453.8
2025-05-04 22:00,22,6,0,12.3,415.3
2025-05-04 23:00,23,6,0,12.2,371.8
2025-05-05 00:00,0,0,0,11.6,426.5
2025-05-05 01:00,1,0,0,11.3,433.3
2025-05-05 02:00,2,0,0,10.5,472.6
2025-05-05 03:00,3,0,0,9.9,531.9
2025-05-05 04:00,4,0,0,9.5,597.3
2025-05-05 05:00,5,0,0,10.1,637.7
2025-05-05 06:00,6,0,0,10.5,678.9
2025-05-05 07:00,7,0,0,11.6,693.4
2025-05-05 08:00,8,0,0,14.2,700.1
2025-05-05 09:00,9,0,0,14.1,716.6
2025-05-05 10:00,10,0,0,15.3,729.0
2025-05-05 11:00,11,0,0,16.2,742.1
2025-05-05 12:00,12,0,0,16.4,779.0
2025-05-05 13:00,13,0,0,17.2,815.4
2025-05-05 14:00,14,0,0,17.0,857.4
2025-05-05 15:00,15,0,0,16.4,896.5
2025-05-05 16:00,16,0,0,16.3,908.6
2025-05-05 17:00,17,0,0,16.9,889.2
2025-05-05 18:00,18,0,0,16.1,819.3
